player_id,team,minutes_played,goals_scored,assists,passes_completed,tackles,saves,shots_on_target,distance_covered_km,interceptions
115,Team_A,84,1,0,40,0,5,4,7.1,0
116,Team_E,36,1,0,67,0,0,2,3.5,0
117,Team_B,4,0,0,0,0,3,0,0,0
118,Team_C,82,0,0,43,2,0,0,9.4,7
119,Team_A,77,0,0,0,0,2,0,0,0
120,Team_B,25,0,0,96,2,0,1,10.1,3
121,Team_B,61,1,0,0,0,3,0,0,0
122,Team_D,3,0,0,76,8,0,1,8.6,5
123,Team_E,88,1,0,0,0,8,0,0,0
124,Team_C,41,0,0,15,0,0,3,4.6,0
125,Team_A,88,0,0,92,4,0,0,7,8
126,Team_D,17,0,0,0,0,5,0,0,0
127,Team_E,39,0,0,79,9,5,1,8.4,0
128,Team_D,71,1,0,29,0,0,2,8.1,0
129,Team_E,38,0,0,0,0,2,0,0,0
130,Team_E,13,0,1,0,0,5,0,0,0
131,Team_C,31,2,1,10,0,0,3,2.6,0
132,Team_E,50,1,0,0,0,8,0,0,0
133,Team_D,37,0,0,49,7,7,0,7.9,4
134,Team_E,22,0,0,0,0,6,0,0,0
135,Team_C,62,0,0,20,5,9,0,8.1,9
136,Team_C,14,0,0,68,3,0,0,4.1,6
137,Team_D,24,0,0,47,0,0,4,9.1,0
138,Team_B,16,0,0,0,0,9,0,0,0
139,Team_B,65,0,0,66,0,0,2,5.3,0
140,Team_E,77,1,0,0,0,5,0,0,0
141,Team_A,52,0,0,0,0,8,0,0,0
142,Team_E,50,1,0,87,7,0,3,9.6,0
143,Team_D,38,1,0,0,0,5,0,0,0
144,Team_D,50,0,0,8,0,7,2,6.1,0
145,Team_D,69,0,0,67,5,0,0,7.4,4
146,Team_D,5,0,0,0,0,8,0,0,0
147,Team_D,66,0,1,93,7,0,2,8.9,3
148,Team_C,6,0,0,97,0,0,1,5.4,0
149,Team_B,50,0,0,0,0,3,0,0,0
150,Team_D,71,0,0,95,0,9,3,8,0
151,Team_A,41,0,0,74,8,0,0,10.1,0
152,Team_A,63,3,0,70,0,0,0,9.4,9
153,Team_A,14,0,0,44,0,0,4,3.1,0
154,Team_A,28,0,0,0,0,8,0,0,0
155,Team_C,32,0,0,46,3,4,0,4.7,6
156,Team_A,26,0,0,95,5,0,0,8.4,9
157,Team_D,35,0,0,0,0,7,0,0,0
158,Team_E,28,0,0,0,0,6,0,0,0
159,Team_A,37,0,0,75,9,0,0,8.6,8
160,Team_C,56,0,0,83,7,0,2,9.3,1
161,Team_C,26,0,0,64,1,0,1,8.1,9
162,Team_A,54,0,0,0,0,5,0,0,0
163,Team_E,32,1,0,0,0,8,0,0,0
164,Team_A,67,0,0,25,7,0,0,6,5
165,Team_C,85,0,0,51,8,0,0,5.1,9
166,Team_B,65,0,0,79,8,6,0,9.9,1
167,Team_D,9,1,0,21,0,0,1,6.7,0
168,Team_C,4,0,0,52,0,0,0,7.6,3
169,Team_A,73,0,0,0,0,8,0,0,0
170,Team_D,37,0,0,43,8,1,0,10.2,6
171,Team_A,12,0,0,19,0,0,1,8.9,0
172,Team_A,30,0,0,28,7,7,0,10.7,3
173,Team_B,46,1,1,50,0,0,3,8.1,0
174,Team_D,87,0,0,3,0,3,1,7.1,0
175,Team_D,51,0,0,54,0,0,3,6.9,0
176,Team_B,55,0,0,70,9,0,0,5,5
177,Team_C,14,2,0,91,0,0,1,4.5,0
178,Team_A,28,1,0,27,0,0,3,8,0
179,Team_E,7,1,0,3,0,0,4,5.1,0
180,Team_A,4,1,0,0,0,5,0,0,0
181,Team_A,28,1,0,75,0,7,3,9.2,0
182,Team_C,46,0,0,44,6,0,0,5.7,3
183,Team_A,67,0,0,66,0,7,3,11,0
184,Team_B,75,0,0,85,0,0,2,5,0
185,Team_B,44,0,0,65,6,7,0,9,8
186,Team_D,1,1,0,87,0,0,4,7.8,0
187,Team_E,26,0,0,33,6,0,0,9.4,9
188,Team_A,35,2,0,90,0,0,4,4.8,0
189,Team_A,35,0,0,54,7,6,0,11.6,5
190,Team_C,25,1,0,0,0,0,4,6.6,0
191,Team_B,42,3,0,71,0,0,1,8.4,0
192,Team_E,26,0,0,0,0,9,0,0,0
193,Team_D,68,1,0,0,0,6,0,0,0
194,Team_B,19,1,0,5,0,0,2,8.7,0
195,Team_D,10,2,0,85,0,0,4,5.5,0
196,Team_C,73,0,0,85,7,0,4,9.3,6
197,Team_C,37,0,0,81,4,0,0,5.5,5
198,Team_A,5,0,1,53,3,0,0,8.8,4
199,Team_E,71,0,0,0,0,6,0,0,0
200,Team_D,22,0,1,0,0,8,0,0,0
201,Team_B,46,0,0,0,0,2,0,0,0
202,Team_C,89,0,0,0,0,3,0,0,0
203,Team_A,45,1,0,26,0,0,1,9.3,0
204,Team_A,11,0,0,0,0,6,0,0,0
205,Team_D,89,0,0,82,0,4,1,7.3,0
206,Team_C,12,0,0,64,0,0,1,5.9,0
207,Team_E,61,0,1,0,0,6,0,0,0
208,Team_C,81,0,0,0,0,4,0,0,0
209,Team_D,88,0,0,98,7,0,0,6.5,4
210,Team_D,59,0,0,52,6,0,4,9.8,9
211,Team_C,42,0,0,0,0,7,0,0,0
212,Team_D,75,0,0,34,9,0,0,5,7
213,Team_C,67,0,0,47,9,0,0,8.8,8
214,Team_B,4,0,0,66,2,0,3,9.5,6
215,Team_C,36,3,0,55,0,0,2,8.3,0
216,Team_C,71,0,0,0,0,6,0,0,0
217,Team_D,30,0,0,45,8,6,3,10.3,6
218,Team_D,8,0,0,0,0,3,0,0,0
219,Team_A,50,0,0,48,8,0,0,4.8,6
220,Team_A,28,0,0,45,5,0,0,8.1,8
221,Team_B,77,2,1,61,0,1,1,4.9,0
222,Team_A,39,0,0,7,7,0,0,5.6,6
223,Team_C,40,0,0,42,7,0,0,6.6,9
224,Team_D,85,0,0,56,5,0,2,10.3,2
225,Team_A,10,0,0,0,0,7,0,0,0
226,Team_A,22,0,0,0,0,7,0,0,0
227,Team_B,0,0,0,75,5,7,3,9.4,6
228,Team_B,45,0,0,84,0,0,2,5.4,0
229,Team_C,20,0,0,0,0,5,0,0,0
230,Team_D,89,0,0,63,3,0,0,6.3,6
231,Team_B,35,0,0,0,0,5,0,0,0
232,Team_A,53,0,0,53,9,0,0,7.1,3
233,Team_D,86,0,0,8,0,0,3,3.3,0
234,Team_D,56,0,0,79,7,7,4,8.1,8
235,Team_A,0,0,0,0,0,5,0,0,0
236,Team_B,62,0,0,88,3,0,1,8.5,1
237,Team_A,53,0,0,0,0,5,0,0,0
238,Team_D,54,0,0,16,3,1,0,3.5,6
239,Team_E,39,0,0,74,5,0,4,8.9,1
240,Team_E,14,0,0,0,0,4,0,0,0
241,Team_C,20,0,0,50,3,2,0,6.5,6
242,Team_A,46,0,0,56,5,0,1,10.1,1
243,Team_A,72,1,0,80,5,8,4,8.5,5
244,Team_C,52,0,0,0,0,6,0,0,0
245,Team_C,8,0,0,0,0,5,0,0,0
246,Team_C,73,1,0,0,0,8,0,0,0
247,Team_D,51,0,0,12,7,0,0,8.5,4
248,Team_A,56,0,0,0,0,2,0,0,0
249,Team_D,25,0,0,41,0,0,2,8.6,7
250,Team_C,40,0,0,96,5,7,3,10.8,9
251,Team_A,34,1,0,0,0,5,0,0,0
252,Team_D,62,0,0,0,0,6,0,0,0
253,Team_D,24,1,1,45,0,0,1,9,0
254,Team_C,89,0,0,52,4,0,1,8.9,4
255,Team_A,74,0,0,0,4,0,0,7.9,5
256,Team_C,37,1,0,39,0,0,4,9.4,0
257,Team_A,1,0,0,0,0,5,0,0,0
258,Team_E,6,0,0,0,0,4,0,0,0
259,Team_B,81,0,0,91,1,0,4,8.4,5
260,Team_B,33,0,0,0,0,3,0,0,0
261,Team_B,16,0,0,60,5,0,0,8,8
262,Team_C,42,1,0,41,3,0,3,9.8,5
263,Team_E,58,0,0,0,0,3,0,0,0
264,Team_A,50,0,0,91,2,0,1,8.9,1
265,Team_D,53,0,0,0,0,6,0,0,0
266,Team_A,23,0,0,0,0,8,0,0,0
267,Team_D,24,0,0,0,0,3,0,0,0
268,Team_A,70,0,0,68,5,0,0,5.4,8
269,Team_E,51,0,0,7,9,0,0,8.5,9
270,Team_D,69,2,0,67,3,0,4,7.6,8
271,Team_C,87,0,0,0,0,9,0,0,0
272,Team_A,32,0,0,0,0,3,0,0,0
273,Team_A,48,0,0,86,8,7,0,9.5,9
274,Team_D,28,0,1,0,0,2,0,0,0
275,Team_C,62,0,0,46,9,0,0,9,6
276,Team_C,21,0,0,0,0,6,0,0,0
277,Team_E,25,1,0,82,0,0,0,10,9
278,Team_C,27,0,0,0,0,8,0,0,0
279,Team_C,84,0,0,0,0,6,0,0,0
280,Team_C,48,1,0,81,0,0,1,4.6,0
281,Team_B,70,0,0,17,4,0,0,10.5,7
282,Team_E,80,1,0,0,0,3,0,0,0
283,Team_A,83,1,0,0,0,3,0,0,0
284,Team_D,48,0,0,93,0,0,3,8.1,0
285,Team_A,19,1,0,32,0,0,3,7.1,0
286,Team_E,85,0,0,35,4,0,0,7.1,8
287,Team_D,62,1,0,81,0,9,1,6.2,0
288,Team_E,60,0,0,98,4,0,3,8.3,7
289,Team_C,48,1,0,27,0,0,3,4.2,0
290,Team_D,70,0,0,65,6,0,4,9,4
291,Team_C,0,0,0,83,5,3,0,3.4,9
292,Team_A,12,0,0,96,6,9,0,4.9,6
293,Team_A,86,0,0,75,3,0,0,11,9
294,Team_D,50,0,0,14,3,0,0,7.3,3
295,Team_D,55,0,0,40,5,3,0,7.4,3
296,Team_E,82,0,0,61,6,0,4,8.9,7
297,Team_E,61,1,0,86,3,0,1,9.2,0
298,Team_C,31,0,0,62,9,5,0,4.2,9
299,Team_D,29,0,0,28,0,0,2,6.1,0
300,Team_A,28,1,0,0,0,3,0,0,0
301,Team_E,48,0,0,65,4,0,0,6.9,3
302,Team_E,44,0,0,50,0,0,2,8,0
303,Team_A,29,0,0,0,0,7,0,0,0
304,Team_E,15,0,0,76,9,0,0,8.6,9
305,Team_C,39,0,0,9,8,0,0,5,6
306,Team_D,18,0,0,82,0,0,4,6.8,9
307,Team_A,17,0,0,0,0,4,0,0,0
308,Team_D,0,1,0,0,0,5,0,0,0
309,Team_E,77,0,0,72,0,0,1,4.5,0
310,Team_E,46,0,0,94,7,0,2,8.7,6
311,Team_A,65,0,0,42,5,0,3,10.1,1
312,Team_C,37,0,0,74,3,0,1,10.3,8
313,Team_B,50,1,0,99,7,0,1,8,3
314,Team_A,62,0,0,0,0,9,0,0,0
315,Team_B,3,0,2,0,0,4,0,0,0
316,Team_B,0,0,0,1,6,1,0,5.5,4
317,Team_C,7,0,0,92,5,0,0,7.8,7
318,Team_B,28,0,0,97,6,0,2,9.9,0
319,Team_B,54,1,0,51,9,0,0,8.2,4
320,Team_C,2,0,0,63,3,0,2,8.6,1
321,Team_B,31,0,0,93,3,0,0,7.3,6
322,Team_B,9,1,0,39,0,1,2,7.2,0
323,Team_B,73,2,0,1,0,0,2,8.6,0
324,Team_A,82,0,0,80,7,0,0,5.8,4
325,Team_A,33,0,0,40,9,6,0,7.4,4
326,Team_A,86,0,0,11,4,0,0,5.5,8
327,Team_C,54,0,0,34,7,0,0,12.8,6
328,Team_E,31,0,0,64,8,0,0,5.2,6
329,Team_B,49,0,0,54,5,0,0,5.6,9
330,Team_B,6,0,0,44,8,0,0,8.7,1
331,Team_C,7,1,0,59,0,0,3,9.1,7
332,Team_B,64,0,0,78,9,0,4,10,7
333,Team_A,56,0,0,78,6,0,1,9.3,4
334,Team_E,66,0,0,61,9,6,0,6.2,4
335,Team_D,87,0,0,48,0,0,4,5.5,0
336,Team_B,86,1,0,0,0,6,0,0,0
337,Team_A,58,0,0,24,3,0,0,6.2,4
338,Team_D,71,0,0,0,0,9,0,0,0
339,Team_E,53,2,0,23,0,0,1,5.3,0
340,Team_D,66,0,0,52,4,0,2,8.9,9
341,Team_A,50,0,0,27,0,0,3,4.8,0
342,Team_D,7,0,0,20,9,0,0,8.5,4
343,Team_C,33,2,0,80,3,0,2,10,7
344,Team_D,34,0,0,17,6,0,0,5.6,9
345,Team_B,87,1,0,96,0,0,2,8.2,3
346,Team_B,77,0,0,0,0,2,0,0,0
347,Team_C,31,0,0,0,0,5,0,0,0
348,Team_A,45,0,0,0,0,2,0,0,0
349,Team_B,15,1,0,52,0,0,1,4.2,0
350,Team_E,67,0,0,29,7,0,0,9,8
351,Team_B,36,2,0,59,0,0,2,6.9,0
352,Team_B,53,0,0,0,0,8,0,0,0
353,Team_A,84,0,0,31,6,0,0,8,6
354,Team_D,13,0,1,0,0,7,0,0,0
355,Team_B,54,0,0,66,0,0,4,9.2,0
356,Team_C,47,0,0,27,0,0,1,9.8,0
357,Team_D,81,0,0,43,0,0,1,9.9,0
358,Team_E,6,1,0,0,0,6,0,0,0
359,Team_A,73,0,0,40,8,4,0,6.5,4
360,Team_E,6,0,0,62,3,0,0,3.1,3
361,Team_D,32,0,0,0,0,7,0,0,0
362,Team_D,22,0,0,74,7,0,0,2.2,6
363,Team_D,84,0,0,0,0,6,0,0,0
364,Team_E,18,0,0,31,8,0,0,7.4,9
365,Team_D,18,0,0,92,1,0,1,8.9,2
366,Team_E,35,1,0,84,9,0,4,10,2
367,Team_D,28,1,0,32,0,0,2,7.6,0
368,Team_C,59,0,1,51,4,0,0,9.5,7
369,Team_D,81,0,0,52,5,0,3,8.5,9
370,Team_E,1,0,0,95,5,0,1,7.5,9
371,Team_B,0,0,0,0,0,2,0,0,0
372,Team_D,46,0,0,49,1,0,2,9.3,1
373,Team_B,68,0,0,72,9,0,0,7.4,4
374,Team_C,19,0,0,6,0,0,2,8,0
375,Team_A,10,1,1,96,5,7,1,8.8,1
376,Team_C,1,1,1,79,7,0,0,10.2,4
377,Team_D,66,0,0,55,6,0,0,7.1,8
378,Team_B,86,0,0,64,0,0,1,7.7,0
379,Team_B,11,2,0,64,0,0,2,7.4,0
380,Team_E,19,0,1,46,0,0,2,3.7,0
381,Team_B,4,2,0,19,0,0,2,6.3,0
382,Team_E,36,0,0,18,0,0,2,6.3,0
383,Team_A,37,0,0,28,0,0,2,6,0
384,Team_D,8,0,0,0,0,2,0,0,0
385,Team_E,52,0,1,93,9,0,1,9.6,4
386,Team_A,43,0,0,17,0,0,4,5,0
387,Team_B,85,0,0,55,4,0,3,7,3
388,Team_B,23,0,0,84,8,0,1,9.2,8
389,Team_A,80,0,0,0,0,2,0,0,0
390,Team_B,73,0,0,94,0,0,2,4.2,0
391,Team_A,29,0,0,90,6,0,0,7.2,3
392,Team_E,58,0,0,0,0,6,0,0,0
393,Team_E,86,0,0,48,7,0,0,2.1,9
394,Team_A,80,0,0,74,5,3,1,8.7,7
395,Team_E,80,0,0,42,1,0,0,7.7,2
396,Team_E,13,0,0,0,0,3,0,0,0
397,Team_E,8,0,0,0,0,2,0,0,0
398,Team_C,39,0,0,33,3,0,0,5.6,5
399,Team_D,65,1,0,47,0,0,3,9.4,0
400,Team_B,24,0,0,55,6,0,0,8.6,6
401,Team_C,72,0,0,0,0,7,0,0,0
402,Team_E,21,0,0,64,5,0,0,6.1,5
403,Team_A,3,0,0,0,0,8,0,0,0
404,Team_E,25,0,0,3,8,0,0,3.1,9
405,Team_D,57,1,0,0,0,5,0,0,0
406,Team_E,28,0,0,0,0,6,0,0,0
407,Team_A,86,0,0,0,0,9,0,0,0
408,Team_D,36,1,0,87,0,0,1,5.1,0
409,Team_E,74,0,0,58,7,0,0,3.4,9
410,Team_D,69,0,0,66,4,7,0,7.2,9
411,Team_B,17,0,0,74,4,0,0,8.1,4
412,Team_B,84,0,0,0,0,7,0,0,0
413,Team_E,41,0,0,3,3,1,0,8.2,8
414,Team_D,40,0,0,25,5,0,0,7.7,4
415,Team_A,37,0,0,0,0,4,0,0,0
416,Team_E,33,0,0,95,5,7,0,9.3,0
417,Team_B,16,1,0,0,0,8,0,0,0
418,Team_B,36,0,0,90,6,1,0,9.2,8
419,Team_E,24,0,0,0,0,4,0,0,0
420,Team_D,75,0,0,44,9,0,1,8.5,3
421,Team_B,86,1,0,0,0,5,0,0,0
422,Team_D,85,0,0,58,4,0,0,9,7
423,Team_B,84,1,0,65,9,0,2,8.5,2
424,Team_B,26,1,0,29,0,0,4,5.4,0
425,Team_C,56,0,0,41,3,0,0,8.5,4
426,Team_B,30,0,0,50,9,1,3,9.1,1
427,Team_A,5,0,0,46,7,0,4,8.4,6
428,Team_E,39,0,1,34,0,9,4,4.1,0
429,Team_E,11,0,0,0,0,3,0,0,0
430,Team_D,52,0,0,0,0,2,0,0,0
431,Team_B,70,0,0,67,8,0,0,8.7,5
432,Team_A,9,0,1,17,0,0,2,9.2,0
433,Team_D,44,0,0,0,0,6,0,0,0
434,Team_C,16,1,0,28,0,0,1,7.3,0
435,Team_D,25,0,0,0,0,7,0,0,0
436,Team_D,84,0,0,92,3,9,3,9.1,7
437,Team_B,61,0,0,0,0,9,0,0,0
438,Team_C,45,0,0,16,0,0,3,6,0
439,Team_D,63,0,1,95,7,0,4,8.4,4
440,Team_A,1,0,0,49,6,0,2,8.5,2
441,Team_A,53,0,0,81,1,0,3,10,9
442,Team_E,64,0,0,68,0,0,2,5.6,0
443,Team_C,50,0,0,36,5,0,0,6.5,8
444,Team_C,52,0,0,48,5,2,0,8.8,4
445,Team_E,35,0,0,12,9,8,0,6.2,6
446,Team_D,25,1,0,33,0,4,1,8.3,0
447,Team_C,28,0,1,91,2,0,0,10.1,2
448,Team_A,20,0,0,52,3,0,0,7.2,9
449,Team_A,10,1,0,86,0,0,2,7.6,0
450,Team_B,39,0,0,50,3,0,0,6.8,8
451,Team_C,10,1,0,0,0,2,0,0,0
452,Team_D,35,0,0,41,9,0,0,4.8,8
453,Team_E,58,0,0,97,6,0,0,6.4,4
454,Team_E,38,0,1,73,6,6,4,7.3,8
455,Team_D,53,1,0,50,0,6,2,5.2,0
456,Team_B,54,1,0,42,0,0,4,9.7,1
457,Team_E,23,0,0,47,1,0,0,10.4,3
458,Team_C,21,0,0,70,3,0,1,10.6,4
459,Team_B,68,0,0,50,3,0,4,9.5,2
460,Team_C,55,0,0,84,4,0,4,7.9,8
461,Team_A,32,0,0,67,3,9,0,9.3,7
462,Team_B,35,0,0,46,3,0,2,9.6,1
463,Team_E,19,0,0,84,0,0,0,8.1,2
464,Team_B,82,1,0,62,0,0,2,9,0
465,Team_B,80,0,0,0,0,7,0,0,0
466,Team_B,61,0,0,98,9,0,0,4.4,4
467,Team_B,72,0,0,12,6,0,0,5.7,5
468,Team_C,25,0,0,97,6,0,0,7.8,5
469,Team_A,65,1,0,41,3,0,4,8.7,8
470,Team_D,72,0,0,45,6,0,1,9.4,1
471,Team_B,72,0,0,80,9,0,2,8.2,9
472,Team_E,39,0,0,16,0,0,2,6.5,0
473,Team_B,16,0,0,0,0,6,0,0,0
474,Team_E,0,0,0,71,4,3,0,7.9,1
475,Team_C,88,0,0,0,0,4,0,0,0
476,Team_E,60,1,0,23,0,0,2,7.5,0
477,Team_D,42,0,0,18,7,0,0,9.1,8
478,Team_A,41,0,0,59,5,0,0,9.5,9
479,Team_E,24,1,0,0,0,2,0,0,0
480,Team_E,38,0,0,0,0,5,0,0,0
481,Team_A,34,0,0,96,8,0,3,10.9,2
482,Team_D,2,0,0,4,5,0,0,8.2,8
483,Team_B,43,0,0,16,8,0,0,9.5,4
484,Team_E,50,0,0,35,5,0,0,6.6,5
485,Team_A,11,0,0,18,0,0,2,5,0
486,Team_C,18,0,0,0,0,3,0,0,0
487,Team_A,43,0,0,0,0,5,0,0,0
488,Team_C,58,0,0,0,0,3,0,0,0
489,Team_D,48,0,0,10,0,0,2,9.6,0
490,Team_B,60,0,0,0,0,8,0,0,0
491,Team_A,16,0,0,44,0,2,3,5.8,0
492,Team_E,73,0,0,46,5,0,0,5.9,5
493,Team_D,56,0,0,73,6,0,4,10.2,3
494,Team_A,54,0,0,0,0,7,0,0,0
495,Team_E,46,0,0,0,0,2,0,0,0
496,Team_A,11,0,0,91,7,0,0,10.8,7
497,Team_C,61,0,0,89,4,0,2,9.7,0
498,Team_A,79,1,0,80,0,7,4,9.6,0
499,Team_A,87,0,0,55,6,0,2,10,7
500,Team_A,82,0,0,19,6,0,0,11.7,6
